------------------------------------------
|Sort criteria |Ascdg|Descending|Subtotal|
|----------------------------------------|
|Sales document|  X  |          |   X    |
|Item (SD)     |  X  |          |        |
------------------------------------------
---------------------------
|Data statistics|Number of|
|-------------------------|
|Records passed |    4,312|
---------------------------
27.12.2019                                                            Open Orders Report                                                                2
-----------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------
|SD Doc.|Material          |Long Material Number                    |Plnt|Name 1                             |Quantity|Req.Delivy|Conf Date |   Curr Price|
|69937  |SPR507B-301/002   |                                        |2000|STX ENGINE                         |      3 |30.01.2020|08.04.2020|   15,754.00 |
|69937  |AXISLIB-PPC-01R   |                                        |2000|STX ENGINE                         |     20 |30.01.2020|08.04.2020|      156.00 |
|69937  |DSP230-9ZP        |                                        |2000|STX ENGINE                         |      5 |30.12.2020|30.12.2020|   35,326.50 |
|69937  |SPR507B-301/002   |                                        |2000|STX ENGINE                         |      3 |30.12.2020|30.12.2020|   15,754.00 |
|69937  |AXISLIB-PPC-01R   |                                        |2000|STX ENGINE                         |     20 |30.12.2020|30.12.2020|      156.00 |
|69937  |DSP230-9ZP        |                                        |2000|STX ENGINE                         |      5 |30.01.2020|08.04.2020|   35,326.50 |
|69937  |SPR507B-301/002   |                                        |2000|STX ENGINE                         |      3 |30.01.2020|08.04.2020|   15,754.00 |
|69937  |AXISLIB-PPC-01R   |                                        |2000|STX ENGINE                         |     20 |30.01.2020|08.04.2020|      156.00 |
|69937  |DSP230-9ZP        |                                        |2000|STX ENGINE                         |      5 |30.01.2020|08.04.2020|   35,326.50 |
|69937  |SPR507B-301/002   |                                        |2000|STX ENGINE                         |      3 |30.01.2020|08.04.2020|   15,754.00 |
|69937  |AXISLIB-PPC-01R   |                                        |2000|STX ENGINE                         |     20 |30.01.2020|08.04.2020|      156.00 |
|69937  |DSP230-9ZP        |                                        |2000|STX ENGINE                         |      5 |30.12.2020|30.12.2020|   35,326.50 |
|69937  |SPR507B-301/002   |                                        |2000|STX ENGINE                         |      3 |30.12.2020|30.12.2020|   15,754.00 |
|69937  |AXISLIB-PPC-01R   |                                        |2000|STX ENGINE                         |     20 |30.12.2020|30.12.2020|      156.00 |
|69937  |DSP230-9ZP        |                                        |2000|STX ENGINE                         |      5 |30.12.2020|30.12.2020|   35,326.50 |
|69937  |SPR507B-301/002   |                                        |2000|STX ENGINE                         |      3 |30.12.2020|30.12.2020|   15,754.00 |
|69937  |AXISLIB-PPC-01R   |                                        |2000|STX ENGINE                         |     20 |30.12.2020|30.12.2020|      156.00 |
|69937  |DSP230-9ZP        |                                        |2000|STX ENGINE                         |      5 |30.01.2020|15.04.2020|   35,326.50 |
|69937  |SPR507B-301/002   |                                        |2000|STX ENGINE                         |      3 |30.01.2020|15.04.2020|   15,754.00 |
|69937  |AXISLIB-PPC-01R   |                                        |2000|STX ENGINE                         |     20 |30.01.2020|15.04.2020|      156.00 |
|69956  |DSP230-2AAK       |                                        |2000|VME TECH INC                       |      1 |28.02.2020|28.02.2020|   25,892.00 |
|69956  |DSP230-2AAK       |                                        |2000|VME TECH INC                       |     10 |28.02.2020|06.04.2020|   25,892.00 |
|69956  |DSP230-2AAK       |                                        |2000|VME TECH INC                       |     10 |28.02.2020|15.04.2020|   25,892.00 |
|69956  |DSP230-2AAK       |                                        |2000|VME TECH INC                       |     10 |28.02.2020|21.04.2020|   25,892.00 |
|69956  |DSP230-2AAK       |                                        |2000|VME TECH INC                       |      2 |28.02.2020|27.04.2020|   25,892.00 |
|69956  |DSP230-2AAK       |                                        |2000|VME TECH INC                       |     33 |31.08.2020|31.08.2020|   25,892.00 |
|69956  |TEST DATA         |                                        |2000|VME TECH INC                       |     33 |28.02.2020|28.02.2020|       75.00 |
|69956  |TEST DATA         |                                        |2000|VME TECH INC                       |     33 |31.08.2020|31.08.2020|       75.00 |
|69956  |SBC625            |                                        |2000|VME TECH INC                       |     15 |28.02.2020|28.02.2020|   12,097.00 |
|69956  |SBC625            |                                        |2000|VME TECH INC                       |     15 |31.08.2020|31.08.2020|   12,097.00 |
|69956  |TEST DATA         |                                        |2000|VME TECH INC                       |     15 |28.02.2020|28.02.2020|       75.00 |
|69956  |TEST DATA         |                                        |2000|VME TECH INC                       |     15 |31.08.2020|31.08.2020|       75.00 |
|69964  |RES3000           |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|      5 |01.10.2019|24.02.2020|   16,953.24 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------
27.12.2019                                                            Open Orders Report                                                               20
-----------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------
|SD Doc.|Material          |Long Material Number                    |Plnt|Name 1                             |Quantity|Req.Delivy|Conf Date |   Curr Price|
|---------------------------------------------------------------------------------------------------------------------------------------------------------|
|69975  |VP780-DNANNC243   |VP780-485-2I-NN-AC-100-03-0-C243        |2000|UK GRID SOLUTIONS LIMITED          |      4 |12.02.2020|12.02.2020|   14,478.95 |
|69976  |M005821R-212016   |350-9300525821-212016                   |1100|ABACO SYSTEMS INC                  |      1 |11.10.2019|06.11.2019|        0.00 |
|69980  |RPM424-9XS        |                                        |2000|GENERAL DYNAMICS UNITED KINGDOM LTD|     14 |06.09.2019|          |   10,774.39 |
|69985  |XVB603-24220010   |                                        |2000|EUROPEAN SOUTHERN OBSERVATORY      |      1 |02.09.2019|18.11.2019|    5,624.00 |
|69995  |SBC347D           |                                        |2000|HENSOLDT                           |      1 |01.10.2019|16.12.2019|        0.00 |
|70013  |XVB603-14210000   |                                        |2000|PATRIA AVIATION OY                 |      5 |31.01.2020|31.01.2020|    4,251.80 |
|70013  |VTM29-1200        |                                        |2000|PATRIA AVIATION OY                 |      5 |31.01.2020|31.01.2020|      953.96 |
|70013  |SWIN-XVB603-01M   |                                        |2000|PATRIA AVIATION OY                 |      1 |31.01.2020|31.01.2020|    3,960.09 |
|70061  |93007807-524011L21|                                        |2000|UK GRID SOLUTIONS LIMITED          |     15 |13.03.2020|13.03.2020|    6,010.00 |
|70065  |SBC3511           |                                        |2000|STM SAVUNMA TEK. MUHENDISLIK       |      2 |30.03.2020|30.03.2020|    9,962.00 |
|70073  |CPU-617-000-011   |                                        |2000|GE OIL & GAS UK LTD                |      1 |01.10.2019|05.03.2020|        0.00 |
|70079  |M7675R-14210010   |350-9300007675-14210010                 |1100|ABACO SYSTEMS INC                  |      2 |15.11.2019|22.11.2019|        0.00 |
|70088  |SBC329            |                                        |2000|AVDOR HELET LTD                    |      2 |15.01.2020|          |    9,644.40 |
|70088  |SBC329            |                                        |2000|AVDOR HELET LTD                    |      1 |01.03.2020|          |    9,644.40 |
|70088  |SBC329            |                                        |2000|AVDOR HELET LTD                    |      3 |01.03.2020|          |    8,894.40 |
|70088  |VPX3UX301         |                                        |2000|AVDOR HELET LTD                    |      2 |15.01.2020|          |      661.60 |
|70088  |VPX3UX301         |                                        |2000|AVDOR HELET LTD                    |      4 |01.03.2020|          |      661.60 |
|70104  |TVX7-SBC328-X2SC  |                                        |2000|SKYWAVE SYSTEM CORP                |      1 |08.10.2019|          |        0.00 |
|70104  |TVX7-SBC329-X4SC  |                                        |2000|SKYWAVE SYSTEM CORP                |      1 |08.10.2019|          |        0.00 |
|70104  |TVX7-S347D-X1SC   |                                        |2000|SKYWAVE SYSTEM CORP                |      1 |08.10.2019|          |        0.00 |
|70104  |TVX7-XEOND-X1SC   |                                        |2000|SKYWAVE SYSTEM CORP                |      1 |08.10.2019|          |        0.00 |
|70115  |MAGIC1            |                                        |2000|LEONARDO S.P.A                     |      1 |10.02.2020|20.03.2020|   29,767.00 |
|70115  |MAGIC1            |                                        |2000|LEONARDO S.P.A                     |      2 |15.06.2020|15.06.2020|   29,767.00 |
|70115  |MAGIC1            |                                        |2000|LEONARDO S.P.A                     |      3 |20.02.2020|02.04.2020|   29,767.00 |
|70117  |FMC160-CANN       |FMC160-2-1-1-1                          |2000|THALES GLOBAL SERVICES             |      2 |06.01.2020|06.01.2020|    8,185.43 |
|70121  |FMC120-CAAC       |FMC120-2-1-2-2                          |2000|Roketsan Missiles Industries, Inc. |      1 |13.12.2019|23.01.2020|   10,175.00 |
|70121  |BSP-ZCU102-W-S0002|BSP-ZCU102-FMC120-ETH-W7-V-AXI          |2000|Roketsan Missiles Industries, Inc. |      1 |13.12.2019|23.01.2020|    2,000.00 |
|70122  |VP680-BNANN       |VP680-240-2C-NNN-AC-000-03              |2000|Grid Solutions Oy (Ltd)            |      5 |04.01.2020|05.02.2020|    8,174.23 |
|70136  |VG6D7C7222304     |                                        |2000|BHARAT ELECTRONICS LIMITED         |      2 |26.06.2020|26.06.2020|   14,250.00 |
|70136  |TEST-DATA         |                                        |2000|BHARAT ELECTRONICS LIMITED         |      2 |26.06.2020|26.06.2020|        0.00 |
|70165  |DSP282A-1AFC      |                                        |2000|ABACO SYSTEMS INC                  |      1 |01.05.2019|25.11.2019|    9,820.03 |
|70202  |SBC625            |                                        |2000|CoreEL Technologies (I) Pvt Ltd    |     13 |09.12.2019|31.12.2019|   16,687.00 |
|70202  |SBC625            |                                        |2000|CoreEL Technologies (I) Pvt Ltd    |      1 |09.12.2019|10.01.2020|   16,687.00 |
|70202  |SBC625            |                                        |2000|CoreEL Technologies (I) Pvt Ltd    |      1 |09.12.2019|31.03.2020|   12,097.00 |
|70203  |SBC329            |                                        |2000|CoreEL Technologies (I) Pvt Ltd    |      4 |09.12.2019|11.12.2019|    7,010.25 |
|70203  |EXTWTY-MAP-SBC    |                                        |2000|CoreEL Technologies (I) Pvt Ltd    |      4 |09.12.2019|11.12.2019|      539.25 |
|70217  |IN45-32-01        |                                        |2000|SAFRAN ELECTRONICS & DEFENSE       |      5 |29.01.2020|09.04.2020|    7,839.13 |
|70232  |NVP2000-00001     |NVP2000-19027201ABAC                    |2000|Rheinmetall Air Defence AG         |      1 |25.10.2019|30.03.2020|    6,195.00 |
|70270  |332-9300000724-000|                                        |1100|ABACO SYSTEMS INC                  |     16 |31.10.2019|          |        0.00 |
|70297  |XMCGA8            |                                        |2000|LHS INC.                           |      1 |20.12.2019|10.02.2020|    3,848.80 |
|70388  |SBC326-5ABU       |                                        |2000|ABACO SYSTEMS INC                  |      5 |27.02.2020|13.05.2020|    4,566.71 |
|70438  |ICS-1555A-002     |                                        |2000|INVAP SE                           |      1 |01.11.2019|          |        0.00 |
|70481  |2QPM-1553-CWAQ    |                                        |1100|ABACO SYSTEMS INC                  |     15 |31.10.2019|          |        0.00 |
|70486  |XMCGA8            |                                        |2000|CoreEL Technologies (I) Pvt Ltd    |      1 |02.12.2019|31.01.2020|    4,754.40 |
|70504  |DAQMAG2           |                                        |2000|LEONARDO S.P.A                     |      3 |02.11.2020|02.11.2020|   27,500.00 |
|70512  |TVX7-SBC328-X2SC  |                                        |2000|SEED CORE Co Limited               |      1 |05.11.2019|          |        0.00 |
|70512  |TVX7-SBC329-X4SC  |                                        |2000|SEED CORE Co Limited               |      1 |05.11.2019|          |        0.00 |
|70512  |TVX7-S347D-X1SC   |                                        |2000|SEED CORE Co Limited               |      1 |05.11.2019|          |        0.00 |
|70512  |TVX7-CIBIT-X1SC   |                                        |2000|SEED CORE Co Limited               |      1 |05.11.2019|          |        0.00 |
|70512  |TVX7-CIBIT-X2E2SC |                                        |2000|SEED CORE Co Limited               |      1 |05.11.2019|          |        0.00 |
|70531  |VP680-BNANNC232   |VP680-240-2C-NNN-AC-000-03-C232         |2000|Grid Solutions Ltd                 |      7 |26.02.2020|26.02.2020|    8,476.15 |
|70545  |BSP-VC707-W-S0025 |BSP-VC707-FMC108-ETH-W7-I-SIP           |2000|Dipartimento di Ingegneria         |      1 |22.11.2019|30.12.2019|        0.00 |
|70563  |NRE-PLM           |                                        |2000|Goma Elettronica Spa               |      1 |05.03.2020|          |   25,478.02 |
|70563  |B-IC0000187-001   |                                        |2000|Goma Elettronica Spa               |     84 |05.03.2020|          |      102.80 |
|70563  |C-IC0000017-006   |                                        |2000|Goma Elettronica Spa               |     21 |05.03.2020|          |      139.07 |
|70563  |C-IC0001961-I01   |                                        |2000|Goma Elettronica Spa               |     21 |05.03.2020|          |        2.59 |
|70563  |BM-ICP0002774-I01 |                                        |2000|Goma Elettronica Spa               |    168 |05.03.2020|          |       97.93 |
|70563  |B-IC0000712-C01   |                                        |2000|Goma Elettronica Spa               |     12 |05.03.2020|          |       85.81 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------
27.12.2019                                                            Open Orders Report                                                               21
-----------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------
|SD Doc.|Material          |Long Material Number                    |Plnt|Name 1                             |Quantity|Req.Delivy|Conf Date |   Curr Price|
|---------------------------------------------------------------------------------------------------------------------------------------------------------|
|70563  |B-IC0000145-001   |                                        |2000|Goma Elettronica Spa               |    182 |05.03.2020|          |      931.27 |
|70563  |B-IC0000147-I02   |                                        |2000|Goma Elettronica Spa               |     28 |05.03.2020|          |       99.16 |
|70563  |C-IC0000146-001   |                                        |2000|Goma Elettronica Spa               |     14 |05.03.2020|          |        3.96 |
|70563  |C-IC0003474-I01   |                                        |2000|Goma Elettronica Spa               |     14 |05.03.2020|          |        2.97 |
|70563  |C-IC0002006-001   |                                        |2000|Goma Elettronica Spa               |     18 |05.03.2020|          |      185.68 |
|70563  |B-IC0002014-001   |                                        |2000|Goma Elettronica Spa               |    247 |05.03.2020|          |       24.89 |
|70563  |B-IC0001980-C01   |                                        |2000|Goma Elettronica Spa               |     73 |05.03.2020|          |       12.20 |
|70563  |C-IC0002233-001   |                                        |2000|Goma Elettronica Spa               |     18 |05.03.2020|          |      789.11 |
|70563  |C-IC0000247-I01   |                                        |2000|Goma Elettronica Spa               |     14 |05.03.2020|          |       47.99 |
|70563  |B-IC0000086-I01   |                                        |2000|Goma Elettronica Spa               |     14 |05.03.2020|          |        2.71 |
|70597  |RM981RC-1200000   |                                        |2000|Atlas Elektronik GmbH              |     14 |30.10.2019|12.05.2020|    1,638.95 |
|70658  |332-9300000720-000|                                        |1100|ABACO SYSTEMS INC                  |      3 |31.10.2019|          |        0.00 |
|70669  |CSAAPPRO          |                                        |2000|RAYTHEON COMPANY                   |      1 |30.11.2019|02.12.2019|    7,500.00 |
|70669  |CSAAPPROAR        |                                        |2000|RAYTHEON COMPANY                   |      1 |30.11.2019|02.12.2019|    2,500.00 |
|70706  |PPC11A            |                                        |2000|ULTRA ELECTRONICS - VARISYS        |      2 |30.04.2020|30.04.2020|    7,906.38 |
|70706  |PXBESP-WBV1M      |                                        |2000|ULTRA ELECTRONICS - VARISYS        |      1 |31.01.2020|31.01.2020|    5,734.41 |
|70707  |PC720-ASY-S0004   |PC720-160-2C-AC-142-100-01              |2000|INDRA SISTEMAS, SOCIEDAD ANONIMA   |      5 |15.12.2019|01.04.2020|    8,089.04 |
|70707  |PC720-ASY-S0005   |PC720-410-3C-AC-230-100-01              |2000|INDRA SISTEMAS, SOCIEDAD ANONIMA   |      5 |15.12.2019|03.04.2020|    9,329.68 |
|70715  |TVX7-XEOND-X2SC   |                                        |2000|GOMA ELETTRONICA SpA               |      1 |18.11.2019|          |        0.00 |
|70716  |TVX7-XEOND-X2SC   |                                        |2000|SEED CORE Co Limited               |      1 |18.11.2019|          |        0.00 |
|70717  |TVX7-XEOND-X2SC   |                                        |2000|SKYWAVE SYSTEM CORP                |      1 |18.11.2019|          |        0.00 |
|70719  |C-CAP000579-117   |                                        |2000|NORTEC SOLUTIONS LTD               |      8 |10.01.2020|10.01.2020|       47.66 |
|70719  |C-IC0001799-001   |                                        |2000|NORTEC SOLUTIONS LTD               |      8 |10.01.2020|10.01.2020|       43.56 |
|70721  |IMP3A-5AGW        |                                        |2000|ABACO SYSTEMS INC                  |      5 |20.11.2019|05.02.2020|    1,995.22 |
|70721  |IMP3A-5AGW        |                                        |2000|ABACO SYSTEMS INC                  |      5 |20.11.2019|28.02.2020|    1,995.22 |
|70743  |M7833R-3533010006 |350-9300527833-3533010006               |1100|ABACO SYSTEMS INC                  |      5 |16.12.2019|          |        0.00 |
|70743  |M7827R-14322106   |350-9300527827-14322106                 |1100|ABACO SYSTEMS INC                  |      5 |16.12.2019|          |        0.00 |
|70772  |PC821-HNNNN       |PC821-K115-2-C-AC-000-000-1-1           |2000|Speedgoat GmbH                     |      2 |15.11.2019|03.01.2020|   14,327.00 |
|70781  |RES3000           |                                        |2000|ABACO SYSTEMS INC                  |      1 |31.12.2019|31.12.2019|    8,252.00 |
|70781  |RES3000C1-92C     |                                        |2000|ABACO SYSTEMS INC                  |      1 |31.12.2019|07.02.2020|    2,685.54 |
|70787  |TVX7-XEOND-X2SC   |                                        |2000|SEED CORE Co Limited               |      1 |25.11.2019|          |        0.00 |
|70804  |RPCIE-1553-G2-4MW |                                        |2000|ECRIN SYSTEMS                      |      2 |10.01.2020|10.01.2020|   10,471.37 |
|70807  |TVX7-SBC329-X5SC  |                                        |2000|GOMA ELETTRONICA SpA               |      1 |26.11.2019|          |        0.00 |
|70808  |TVX7-SBC329-X5SC  |                                        |2000|SEED CORE Co Limited               |      1 |26.11.2019|          |        0.00 |
|70809  |TVX7-SBC329-X5SC  |                                        |2000|SEED CORE Co Limited               |      1 |26.11.2019|          |        0.00 |
|70810  |TVX7-SBC329-X5SC  |                                        |2000|SKYWAVE SYSTEM CORP                |      1 |26.11.2019|          |        0.00 |
|70826  |GBX460-5AFX       |                                        |2000|ABACO SYSTEMS INC                  |      1 |01.12.2019|08.01.2020|        0.00 |
|70827  |XVB603-14110000   |                                        |2000|Signaal Hellas SA                  |      1 |11.03.2020|11.03.2020|    3,840.87 |
|70827  |SLIA-XVB603-01M   |                                        |2000|Signaal Hellas SA                  |      1 |11.03.2020|11.03.2020|    5,400.79 |
|70834  |SBC627-3533010006 |                                        |2000|HAVELSAN AS                        |      8 |08.07.2020|08.07.2020|   15,032.80 |
|70834  |VPX6UX605-1003    |                                        |2000|HAVELSAN AS                        |      8 |08.07.2020|08.07.2020|    1,791.70 |
|70834  |PEX442            |                                        |2000|HAVELSAN AS                        |     24 |08.07.2020|08.07.2020|    5,535.36 |
|70834  |P-SER             |                                        |2000|HAVELSAN AS                        |      8 |08.07.2020|08.07.2020|    3,419.00 |
|70835  |RXMC2-1553G24DL   |RXMC2-1553-G2-4D4-CBL                   |2000|ArianeGroup SAS                    |      1 |20.11.2019|02.01.2020|    8,570.46 |
|70836  |EFADAB-4SV        |                                        |2000|Leonardo MW Ltd                    |     10 |18.08.2020|18.08.2020|   12,468.64 |
|70836  |EFADAB-4SV        |                                        |2000|Leonardo MW Ltd                    |      5 |25.08.2020|25.08.2020|   12,468.64 |
|70860  |EFADAB-4SV        |                                        |2000|HENSOLDT Sensors GMBH              |     25 |18.03.2020|18.03.2020|   12,468.64 |
|70860  |EFAMPC-4SV        |                                        |2000|HENSOLDT Sensors GMBH              |     14 |26.05.2020|26.05.2020|    7,299.55 |
|70860  |EFAMPC-4SV        |                                        |2000|HENSOLDT Sensors GMBH              |     12 |26.09.2020|26.09.2020|    7,299.55 |
|70860  |EFAMPC-4SV        |                                        |2000|HENSOLDT Sensors GMBH              |     12 |26.11.2020|26.11.2020|    7,299.55 |
|70860  |EFAMPC-4SV        |                                        |2000|HENSOLDT Sensors GMBH              |     12 |15.12.2020|15.12.2020|    7,299.55 |
|70860  |EFAMPC-4SV        |                                        |2000|HENSOLDT Sensors GMBH              |      5 |15.12.2020|15.12.2020|    7,299.55 |
|70873  |MAGIC1DEVKIT3-11  |                                        |2000|LEONARDO S.P.A                     |      1 |27.01.2020|27.01.2020|    1,435.14 |
|70873  |MAGIC1            |                                        |2000|LEONARDO S.P.A                     |      3 |17.02.2020|14.05.2020|   37,643.00 |
|70886  |EVXW-P11ABL-X3UC  |                                        |2000|ABACO SYSTEMS INC                  |      1 |29.11.2019|          |        0.00 |
|70887  |EVXW-P11ABL-X3UC  |                                        |2000|BABCOCK CORPORATE SERVICES LTD     |      1 |29.11.2019|          |        0.00 |
|70888  |EVXW-P11ABL-X3UC  |                                        |2000|GENERAL DYNAMICS                   |      1 |29.11.2019|          |        0.00 |
|70889  |EVXW-P11ABL-X3UC  |                                        |2000|HARRIS CORPORATION                 |      1 |29.11.2019|          |        0.00 |
-----------------------------------------------------------------------------------------------------------------------------------------------------------
27.12.2019                                                            Open Orders Report                                                               22
-----------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------
|SD Doc.|Material          |Long Material Number                    |Plnt|Name 1                             |Quantity|Req.Delivy|Conf Date |   Curr Price|
|---------------------------------------------------------------------------------------------------------------------------------------------------------|
|70890  |EVXW-P11ABL-X3UC  |                                        |2000|LOCKHEED MARTIN                    |      1 |29.11.2019|          |        0.00 |
|70891  |FMC126-CAAN       |FMC126-2-1-1-1                          |2000|ECA AEROSPACE                      |      4 |04.05.2020|04.05.2020|    4,071.15 |
|70892  |GBX411-112006     |                                        |2000|TECNOBIT                           |      2 |31.03.2020|13.05.2020|    5,344.83 |
|70910  |FBIT-SBC326-03UC  |                                        |2000|BAE SYSTEMS SURFACE SHIP LTD       |      1 |02.12.2019|          |        0.00 |
|70911  |FBIT-SBC326-03UC  |                                        |2000|BAE SYSTEMS SURFACE SHIP LTD       |      1 |02.12.2019|          |        0.00 |
|70912  |FBIT-SBC326-03UC  |                                        |2000|SEED CORE Co Limited               |      1 |02.12.2019|          |        0.00 |
|70922  |CPMC1303W03       |                                        |2000|ABACO SYSTEMS INC                  |     10 |30.03.2020|30.03.2020|      167.48 |
|70950  |SBC329            |                                        |2000|ABACO SYSTEMS INC                  |      3 |24.12.2019|08.04.2020|    1,103.23 |
|70950  |VPX3UX301         |                                        |2000|ABACO SYSTEMS INC                  |      3 |24.12.2019|23.04.2020|      920.03 |
|70971  |PMCF3-5ABY        |                                        |2000|ABACO SYSTEMS INC                  |     77 |30.07.2020|30.07.2020|    1,228.00 |
|70983  |PLIA-SBC326-BYUC  |                                        |2000|AVDOR HELET LTD                    |      1 |05.12.2019|          |        0.00 |
|70983  |SLIA-SBC346-0YUC  |                                        |2000|AVDOR HELET LTD                    |      1 |05.12.2019|          |        0.00 |
|70983  |SLIA-SBC326-0YUC  |                                        |2000|AVDOR HELET LTD                    |      1 |05.12.2019|          |        0.00 |
|70983  |SLIO-SBC346-0YUC  |                                        |2000|AVDOR HELET LTD                    |      1 |05.12.2019|          |        0.00 |
|70983  |PLIA-SBC326-P1UC  |                                        |2000|AVDOR HELET LTD                    |      1 |05.12.2019|          |        0.00 |
|70992  |C-IC0002206-I01   |                                        |2000|ABACO SYSTEMS INC                  |     50 |17.01.2020|17.01.2020|       23.42 |
|71000  |RM984RC-050-CCSIL |                                        |2000|Rheinmetall Air Defence AG         |     22 |20.03.2020|20.03.2020|    2,532.40 |
|71008  |SBC625            |                                        |2000|BHARAT ELECTRONICS                 |      1 |01.12.2019|10.02.2020|        0.00 |
|71049  |PMC676RCTX        |                                        |2000|Atlas Elektronik GmbH              |     10 |31.12.2019|28.02.2020|      954.00 |
|71049  |PMC613FXRCST      |                                        |2000|Atlas Elektronik GmbH              |     10 |31.12.2019|28.02.2020|    1,208.00 |
|71096  |MAGIC1            |                                        |2000|LEONARDO S.P.A                     |      2 |25.08.2020|25.08.2020|   29,767.00 |
|71096  |MAGIC1            |                                        |2000|LEONARDO S.P.A                     |      1 |05.08.2020|05.08.2020|   29,767.00 |
|71096  |MAGIC1            |                                        |2000|LEONARDO S.P.A                     |      2 |05.05.2020|05.05.2020|   29,767.00 |
|71096  |MAGIC1            |                                        |2000|LEONARDO S.P.A                     |      4 |16.03.2020|16.03.2020|   29,767.00 |
|71097  |RCONSCSI3-6       |                                        |2000|EURO TECH (EXPORT) LIMITED         |      1 |02.12.2019|27.12.2019|      199.62 |
|71097  |RCEI-530-1616     |                                        |2000|EURO TECH (EXPORT) LIMITED         |      1 |02.12.2019|27.12.2019|    7,152.46 |
|71138  |PMC942RC          |                                        |2000|ECRIN SYSTEMS                      |     10 |05.01.2020|05.01.2020|    1,242.47 |
|71142  |PC821-HNNNN       |PC821-K115-2-C-AC-000-000-1-1           |2000|Speedgoat GmbH                     |      2 |09.12.2019|06.02.2020|   14,327.00 |
|71223  |PMCF3-5ABY        |                                        |1100|ABACO SYSTEMS INC                  |     15 |08.01.2020|          |        0.00 |
|71238  |PMCPCIM-5000A     |                                        |2000|Goma Elettronica Spa               |     20 |05.03.2020|08.06.2020|    1,286.90 |
|71242  |EXTWTY-MAP-SBC    |                                        |2000|Indra Sistemas S. A.               |      5 |29.12.2019|29.12.2019|      365.50 |
|71242  |EXTWTY-MAP-SBC    |                                        |2000|Indra Sistemas S. A.               |      5 |29.12.2019|29.12.2019|      481.61 |
|71245  |C-SW0000083-001   |                                        |2000|JALTEK SYSTEMS LIMITED             |     15 |06.01.2020|06.01.2020|        4.53 |
|71253  |PPC9B             |                                        |2000|SKYWAVE SYSTEM CORP                |     12 |01.06.2020|01.06.2020|    6,020.55 |
|71277  |SBC326            |                                        |2000|VME TECH INC                       |      2 |09.03.2020|09.03.2020|    9,960.80 |
|71277  |SBC326            |                                        |2000|VME TECH INC                       |      4 |09.03.2020|11.06.2020|    9,960.80 |
|71277  |VPX3UX301         |                                        |2000|VME TECH INC                       |      1 |09.03.2020|09.03.2020|      661.60 |
|71285  |M107668R-131000   |350-9310007668-131000                   |1100|LAM RESEARCH INT'L - CONSIGNMENT   |  1,205 |31.12.2025|31.12.2025|        0.00 |
|71285  |M107668R-131000   |350-9310007668-131000                   |1100|LAM RESEARCH INT'L - CONSIGNMENT   |     15 |20.01.2020|20.01.2020|        0.00 |
|71285  |M107668R-131000   |350-9310007668-131000                   |1100|LAM RESEARCH INT'L - CONSIGNMENT   |     10 |24.02.2020|24.02.2020|        0.00 |
|71288  |SBC347D           |                                        |2000|PARAS DEFENCE AND SPACE            |      1 |16.12.2019|12.03.2020|    8,450.00 |
|71288  |SBC347D           |                                        |2000|PARAS DEFENCE AND SPACE            |      2 |16.12.2019|14.05.2020|    8,450.00 |
|71288  |SBC347D           |                                        |2000|PARAS DEFENCE AND SPACE            |      2 |15.06.2020|15.06.2020|    8,450.00 |
|71293  |QPCX-1553-1SAW    |                                        |2000|ECRIN SYSTEMS                      |      1 |06.12.2019|24.01.2020|    2,882.89 |
|71303  |FMC230-CANN       |FMC230-2-1-1-1                          |2000|HELLA GMBH & CO  KGAA              |      1 |09.12.2019|24.01.2020|    2,554.74 |
|71315  |C-IC0002378-I01   |                                        |2000|VME TECH INC                       |    960 |31.01.2020|31.01.2020|       49.73 |
|71315  |C-IND000001-102   |                                        |2000|VME TECH INC                       |    240 |31.01.2020|31.01.2020|        1.19 |
|71320  |IMP3A-5AGW        |                                        |1100|ABACO SYSTEMS INC                  |      2 |31.01.2020|          |        0.00 |
|71321  |FMC110-CNAN       |FMC110-2-1-1-1                          |2000|ETH ZURICH                         |      3 |03.04.2020|03.04.2020|    5,495.00 |
|71322  |POPW-RES3000-01M  |                                        |2000|NEXEYA SYSTEMS                     |      1 |19.12.2019|19.12.2019|    2,204.80 |
|71323  |IMP3A-5AGW        |                                        |2000|ABACO SYSTEMS INC                  |      2 |23.01.2020|30.06.2020|    1,995.22 |
|71327  |TVX7-S314A-X1E1SC |                                        |2000|SKYWAVE SYSTEM CORP                |      1 |27.12.2019|          |        0.00 |
|71327  |TVX7-S314B-X1E1SC |                                        |2000|SKYWAVE SYSTEM CORP                |      1 |27.12.2019|          |        0.00 |
|71327  |BVXA-SBC314-H1E3UC|                                        |2000|SKYWAVE SYSTEM CORP                |      1 |27.12.2019|          |        0.00 |
